"","Age","Country","state","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence","Gender"
"154",36,"United States","IL","No","No","No","Never","6-25","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Some of them","Maybe","Maybe","Don't know","No","Male"
"155",37,"United Kingdom",NA,"No","Yes","Yes","Rarely","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat difficult","Yes","Maybe","Some of them","No","No","Yes","No","Yes","Male"
"156",25,"United States","IL","No","Yes","Yes","Sometimes","26-100","No","No","Don't know","No","No","Don't know","Don't know","Somewhat difficult","Maybe","No","Some of them","Some of them","No","Maybe","No","No","Male"
"157",27,"United States","CA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","No","No","No","Some of them","No","Maybe","Don't know","No","Male"
"158",26,"United States","OK","No","No","No","Often","26-100","No","No","Don't know","Not sure","No","No","Don't know","Don't know","Yes","Maybe","Some of them","Yes","No","Maybe","No","No","Male"
"159",27,"United States","UT","No","No","Yes","Rarely","26-100","Yes","Yes","No","Yes","No","No","Don't know","Somewhat difficult","Maybe","No","Some of them","Yes","No","No","Don't know","Yes","Male"
"160",25,"United States","IL","No","Yes","Yes","Sometimes","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Very easy","Maybe","No","Some of them","No","No","No","Don't know","Yes","Male"
"161",36,"United Kingdom",NA,"No","No","Yes","Sometimes","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","Maybe","Don't know","Yes","Male"
"162",25,"United States","NY","No","Yes","Yes","Sometimes","500-1000","No","Yes","Yes","No","No","No","Don't know","Don't know","Yes","Yes","Some of them","Some of them","No","No","Don't know","No","Female"
"163",31,"United States","CA","No","No","No","Never","More than 1000","No","Yes","Yes","No","No","Yes","Don't know","Don't know","No","No","Some of them","Some of them","No","No","Don't know","No","Male"
"164",26,"United States","MA","No","Yes","No","Rarely","6-25","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","Don't know","No","Male"
"165",33,"United States","WA","Yes","Yes","Yes","Sometimes","1-5","No","Yes","No","Yes","Yes","Yes","Yes","Very difficult","No","No","Some of them","Yes","No","Yes","Yes","No","Female"
"166",27,"United Kingdom",NA,"Yes","Yes","No","Never","1-5","Yes","Yes","No","Yes","No","No","Yes","Somewhat easy","No","No","Yes","Yes","No","Maybe","Yes","No","Female"
"167",34,"United States","MN","No","No","No","Never","26-100","No","Yes","No","No","No","No","Don't know","Very easy","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No","Male"
"168",42,"United States","CA","No","No","No","Never","6-25","No","Yes","No","Yes","No","No","Don't know","Very difficult","Maybe","No","Yes","Yes","No","Maybe","No","No","Male"
"169",23,"Ireland",NA,"Yes","Yes","No","Sometimes","1-5","No","Yes","No","No","No","No","Don't know","Very difficult","Yes","No","No","No","No","Maybe","No","No","Male"
"170",24,"United Kingdom",NA,"No","No","No","Rarely","100-500","No","Yes","Don't know","Not sure","Yes","Don't know","Don't know","Very easy","Maybe","Maybe","Some of them","Some of them","No","Maybe","Don't know","No","Male"
"171",26,"United Kingdom",NA,"No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Don't know","Don't know","Yes","Somewhat easy","No","No","Yes","Yes","No","No","Don't know","No","Male"
"172",31,"United Kingdom",NA,"Yes","No","Yes","Often","6-25","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","No","Maybe","Don't know","No","Male"
"173",22,"India",NA,"No","No","Yes","Never","More than 1000","No","Yes","Don't know","Not sure","No","No","Don't know","Very difficult","Yes","Maybe","No","No","Maybe","Maybe","No","No","Male"
"174",23,"United States","NC","No","No","No","Never","6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Yes","No","Maybe","Yes","No","Female"
"175",34,"Canada",NA,"No","Yes","Yes","Sometimes","More than 1000","No","No","Yes","Yes","Yes","No","Don't know","Somewhat easy","No","No","Some of them","Yes","No","No","No","No","Female"
"176",31,"United States","MO","No","No","No","Never","26-100","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","No","Some of them","No","Maybe","Don't know","No","Male"
"177",28,"United Kingdom",NA,"No","No","No","Never","100-500","No","No","No","Not sure","No","Yes","Yes","Somewhat easy","No","No","Some of them","Some of them","Maybe","Maybe","Yes","No","Male"
"178",32,"United States","MA","No","No","Yes","Often","6-25","Yes","Yes","Yes","Not sure","Don't know","Don't know","Yes","Very easy","No","No","Yes","Yes","No","No","Yes","Yes","Female"
"179",45,"United States","CA","No","No","Yes","Sometimes","1-5","No","Yes","Yes","No","No","No","Yes","Somewhat difficult","No","No","Yes","Yes","No","No","Yes","No","Female"
"180",33,"United States","TX","No","No","No","Never","6-25","Yes","Yes","Don't know","No","No","No","Don't know","Very easy","No","No","Yes","Yes","No","Maybe","Don't know","No","Male"
"181",29,"Mexico",NA,"No","No","No","Never","6-25","Yes","Yes","No","No","No","No","No","Don't know","Maybe","Maybe","No","Yes","Maybe","Yes","No","No","Male"
"182",26,"India",NA,"Yes","No","No","Sometimes","6-25","No","No","No","No","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No","Female"
"183",28,"United Kingdom",NA,"No","No","No","Never","26-100","No","Yes","Don't know","No","No","Don't know","Yes","Somewhat easy","No","No","Yes","Yes","Maybe","Maybe","Don't know","No","Female"
"184",45,"United States","CA","No","No","Yes","Sometimes","More than 1000","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Yes","Yes","Some of them","Some of them","No","No","Don't know","No","Male"
"185",43,"United States","WA","No","Yes","Yes","Often","More than 1000","Yes","Yes","Yes","Not sure","No","Don't know","Don't know","Very difficult","Yes","Maybe","No","No","No","No","No","No","Male"
"186",37,"United States","MA","No","No","No","Never","500-1000","Yes","Yes","Yes","No","No","No","Don't know","Don't know","Yes","No","Some of them","No","Maybe","Yes","No","No","Male"
"187",24,"United Kingdom",NA,"No","No","No","Sometimes","6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Somewhat easy","Maybe","No","Some of them","Yes","Maybe","Yes","Yes","No","Male"
"188",26,"France",NA,"No","No","No","Never","6-25","Yes","Yes","No","Yes","No","No","Don't know","Somewhat easy","No","No","Some of them","No","No","Maybe","Yes","No","Male"
"189",23,"United Kingdom",NA,"No","Yes","No","Never","1-5","Yes","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Yes","Don't know","No","Male"
"190",35,"United States","CA","No","Yes","Yes","Never","More than 1000","No","Yes","Yes","Not sure","Don't know","No","Yes","Somewhat easy","Maybe","No","No","No","No","No","Don't know","No","Female"
"191",38,"South Africa",NA,"Yes","Yes","Yes","Often","1-5","Yes","Yes","No","Yes","No","No","Yes","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","Maybe","Don't know","Yes","Female"
"192",28,"United States","MI","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","No","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","No","No","Maybe","No","No","Male"
"193",28,"Russia",NA,"No","No","No","Sometimes","26-100","No","Yes","No","No","No","No","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","Don't know","No","Male"
"194",35,"United States","CA","No","No","Yes","Rarely","6-25","No","Yes","No","No","No","No","Yes","Don't know","No","No","Some of them","Yes","No","No","Don't know","No","Male"
"195",32,"Germany",NA,"No","No","No","Sometimes","100-500","No","Yes","No","No","No","No","Don't know","Very difficult","Yes","Yes","Some of them","No","No","No","No","Yes","Female"
"196",31,"Italy",NA,"Yes","Yes","No","Never","6-25","No","Yes","No","No","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","Maybe","Don't know","No","Male"
"197",35,"United States","NY","No","No","No","Never","500-1000","Yes","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","No","No","No","Don't know","No","Female"
"198",26,"United States","CA","No","No","No","Rarely","More than 1000","No","Yes","Yes","No","No","No","Yes","Somewhat easy","No","No","Some of them","Yes","No","Maybe","No","No","Male"
"199",27,"United States","TN","No","Yes","No","Never","6-25","Yes","Yes","Yes","Yes","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","Maybe","Yes","No","Male"
"200",28,"United Kingdom",NA,"No","Yes","Yes","Sometimes","More than 1000","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","No","No","Maybe","Don't know","No","Male"
"201",27,"United States","OR","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","No","No","No","Don't know","Very easy","No","No","Some of them","Some of them","No","No","Yes","No","Female"
"202",34,"United States","MN","No","No","Yes","Sometimes","500-1000","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","No","Some of them","Yes","No","No","Yes","No","Female"
"203",41,"United States","FL","No","No","Yes","Often","6-25","Yes","Yes","No","Not sure","No","No","Don't know","Very difficult","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","Don't know","No","Male"
"204",37,"Ireland",NA,"No","No","No","Sometimes","1-5","No","Yes","No","Yes","No","No","Don't know","Very difficult","Yes","No","No","No","No","Yes","Don't know","No","Male"
"205",34,"Austria",NA,"No","Yes","No","Never","100-500","Yes","Yes","Don't know","No","Don't know","Don't know","Don't know","Very easy","No","No","Yes","Yes","No","No","Yes","No","Male"
"206",32,"United Kingdom",NA,"No","Yes","Yes","Sometimes","100-500","Yes","Yes","Don't know","Not sure","No","No","Don't know","Somewhat difficult","Yes","Maybe","No","No","No","No","No","Yes","Male"
"207",21,"Canada",NA,"No","No","Yes","Sometimes","6-25","Yes","Yes","No","Yes","No","No","Don't know","Somewhat difficult","No","No","Some of them","Some of them","Maybe","Maybe","Yes","No","Male"
"208",30,"United States","MA","No","No","Yes","Often","26-100","No","Yes","No","Yes","No","No","Yes","Somewhat easy","Maybe","No","Yes","Yes","No","Maybe","Don't know","No","Male"
"209",24,"United States","KS","No","No","No","Never","26-100","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No","Male"
"210",26,"Bulgaria",NA,"No","No","No","Never","100-500","No","Yes","No","No","No","No","No","Very easy","Yes","Maybe","No","No","No","Maybe","Don't know","No","Male"
"211",40,"United States","DC","No","No","No","Never","26-100","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Yes","No","No","Yes","No","Female"
"212",37,"United Kingdom",NA,"No","Yes","No","Sometimes","26-100","No","No","No","No","No","No","Don't know","Don't know","Yes","Maybe","Some of them","Yes","No","Maybe","Don't know","No","Male"
"213",26,"United Kingdom",NA,"Yes","No","Yes","Often","1-5","Yes","Yes","No","No","No","No","Don't know","Don't know","Yes","No","No","No","No","Maybe","Don't know","No","Male"
"214",32,"United States","TX","No","Yes","Yes","Sometimes","6-25","No","Yes","Don't know","No","No","No","No","Don't know","Yes","Maybe","Some of them","Some of them","No","Maybe","No","Yes","Female"
"215",32,"United States","MA","No","No","Yes","Sometimes","100-500","No","No","Yes","Yes","Don't know","Don't know","Yes","Very easy","No","No","Yes","Yes","No","Yes","Yes","No","Female"
"216",27,"United States","MI","Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","No","No","Don't know","Don't know","Don't know","Very difficult","No","No","Some of them","No","No","No","Don't know","No","Female"
"217",30,"Germany",NA,"Yes","No","Yes","Often","6-25","Yes","Yes","Yes","Yes","No","No","Yes","Very difficult","No","No","Some of them","Yes","Maybe","Yes","Yes","No","Male"
"218",31,"Canada",NA,"Yes","No","No","Never","6-25","No","Yes","Yes","Yes","No","Don't know","Yes","Very easy","No","No","Some of them","Some of them","No","No","Yes","No","Male"
"219",29,"United States","NY","No","No","Yes","Never","500-1000","No","No","Yes","No","No","Don't know","Don't know","Somewhat difficult","Maybe","No","Some of them","No","No","No","Don't know","No","Female"
"220",41,"United States","VA","No","No","No","Never","26-100","No","Yes","Yes","Not sure","No","No","Don't know","Very easy","Yes","No","No","Some of them","No","No","Don't know","No","Male"
"221",34,"United States","WA","No","No","No","Never","6-25","No","Yes","Yes","No","No","No","Don't know","Somewhat easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No","Female"
"222",33,"United Kingdom",NA,"No","No","No","Never","26-100","No","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Yes","Yes","Yes","Yes","Don't know","No","Male"
"223",28,"United States","PA","No","No","No","Rarely","6-25","No","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Some of them","Some of them","No","Maybe","Don't know","No","Male"
"224",28,"United States","MI","No","No","Yes","Sometimes","More than 1000","No","Yes","No","Yes","No","No","Yes","Very difficult","Yes","No","No","Some of them","No","No","No","No","Male"
"225",23,"United States","PA","No","No","No","Never","26-100","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","No","Yes","No","Yes","Yes","No","Male"
"226",24,"United States","OR","No","No","No","Never","1-5","No","Yes","Don't know","No","Don't know","No","Yes","Very easy","No","No","Yes","Yes","Maybe","Yes","Yes","No","Male"
"227",32,"United States","WA","No","No","No","Rarely","1-5","Yes","Yes","No","Yes","No","No","Don't know","Very difficult","No","No","Some of them","Yes","No","Maybe","Yes","No","Male"
"228",34,"Australia",NA,"Yes","No","No","Sometimes","1-5","Yes","Yes","Don't know","Not sure","Yes","Yes","Don't know","Somewhat difficult","Yes","Yes","No","No","No","Maybe","Yes","No","Male"
"229",24,"United States","PA","No","No","No","Never","6-25","No","Yes","Yes","Not sure","No","Don't know","Don't know","Very easy","Maybe","No","Some of them","No","Maybe","Maybe","Yes","No","Male"
"230",26,"United Kingdom",NA,"Yes","No","Yes","Sometimes","1-5","No","Yes","No","Yes","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Yes","No","Male"
"231",36,"United States","OH","No","No","Yes","Sometimes","26-100","No","Yes","Yes","No","No","Yes","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","Yes","Male"
"232",41,"United States","TX","No","No","Yes","Rarely","500-1000","Yes","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","No","Maybe","Maybe","No","No","Male"
"233",38,"United Kingdom",NA,"No","No","Yes","Sometimes","More than 1000","No","No","Don't know","Not sure","Don't know","Don't know","Don't know","Very difficult","Yes","No","No","No","No","Maybe","No","No","Male"
"234",38,"United States","NH","No","No","No","Sometimes","26-100","Yes","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Yes","No","Maybe","No","No","Male"
